procedure,proc_group
SCLEROSING + STAB AVULSION (2 SITES) LT LEG,สาขา:หลอดเลือด
SCROTAL EXPLORATION +/- HYDROCELECTOMY,Uro_other
SCROTAL OPENING FOR VASECTOMY,Uro_other
SCRUB BURN C DB,สาขา:ตกแต่ง
SCRUB BURN WITH STSG,สาขา:ตกแต่ง
SECOND LOOK C CHANGE VACC +- GASTROJEJUNOSTOMY,สาขา:ศัลยกรรมทั่วไป
SECOND REPAIR,สาขา:ทางเดินปัสสาวะ
SECOND STAGE REPAIR,สาขา:ทางเดินปัสสาวะ
SECONDARY TCC INSERTION,สาขา:หลอดเลือด
SECONDARY TCC INSERTION AT RT IJV,Central_line
SEGMENTAL GRAFT REMOVAL,Skin_softtissue
SEGMENTAL GRAFT REMOVAL LT UPPER ARM,Skin_softtissue
SEGMENTAL GRAFT REMOVAL OR TOTAL GRAFT REMOVAL + REPAIR LT. BRACHIAL A.,Skin_softtissue
SEGMENTAL GRAFT REMOVAL WITH ANASTOMOSIS,Skin_softtissue
SEGMENTAL GRAFT REMOVAL WITH INTERPOSITION GRAFT,Skin_softtissue
SEGMENTAL GRAFT REMOVAL WITH INTERPOSITION GRAFT LT FOREARM,Skin_softtissue
SEGMENTAL GRAFT REMOVE,Skin_softtissue
SEGMENTAL GRAFT RESECRTION C CONVERT TO AVF LT UPPER ARM,Vascular_access
SEGMENTAL GRAFT RESECTION,Skin_softtissue
SEGMENTAL GRAFT RESECTION LT FOREARM AVBG WITH INTERPOSITION GRAFT,Vascular_access
SEGMENTAL GRAFT RESECTION LT.,Skin_softtissue
SEGMENTAL GRAFT RESECTION WITH INTERPOSITION AVBG LT FOREARM,Vascular_access
SEGMETAL GRAFT RESECTION WITH AVF LT CUBITAL,Vascular_access
SEMI-CLOSED HEMORRHOIDECTOMY,Anorectal
SEPTOPLASTY,ENT
SEPTOPLASTY + RF NOSE,ENT
SEPTOPLASTY + RF NOSE (GA),ENT
SEPTOPLASTY + RF NOSE + LT CONCHA BULLOSA EXCISION (GA),ENT
SEPTOPLASTY + RF NOSE + PARTIAL UVULECTOMY (GA),ENT
SEPTOPLASTY + RF PALATE,ENT
SEPTOPLASTY +DOLYE,ENT
SEPTOPLASTY+ RF NOSE,ENT
SEPTOTURBINOPLASTY,ENT
SET OR FOR AVBG LT FOREARM UNDER LOCAL,Vascular_access
SET OR FOR CHIARI DECOMPRESSION,สาขา:ประสาทและสมอง
SET OR FOR OPEN RADICAL NEPHRECTOMY 16.00 นอกเวลา,Uro_other
SET OR FOR TEMPORAL CRANIOTOMY WITH TUMOR REMOVAL,Neuro_cranial
SET OR FOR TOTAL PARATHYROIDECTOMY WITH AUTOIMPLATATION,Thyroid_neck
SET OR FOR TOTAL THYROIDECTOMY WITH LN LV2 EXCISION(FROZEN) +- LT MRND 15/3/64,Thyroid_neck
SET OR FOR TRUS-BX UNDER TIVA,Cystoscopy_URO
SFA TO ATA BYPASS,สาขา:หลอดเลือด
SFA TO PTA BYPASS,สาขา:หลอดเลือด
SHAVE BIOPSY,Skin_softtissue
SHAVE BX,สาขา:ตกแต่ง
SHAVE EXCISION,Skin_softtissue
SHOERACE SUTURE WOUND,Skin_softtissue
SHUNT LIGATION,Neuro_cranial
SIGMOIDECTOMY,Endoscopy_GI
SIGMOIDECTOMY +/- CLOSURE COLOSTOMY,Endoscopy_GI
SIGMOIDECTOMY WITH CLOSURE COLOSTOMY,Endoscopy_GI
SIGMOIDECTOMY WITH WEDGE BLADDER + PRIMARY REPAIR,Endoscopy_GI
SIGMOIDOSCOPE UNDER LOCAL [BEDSIDE],Endoscopy_GI
SILICONE REMOVAL BOTH BREASTS UNDER GA,Breast
SINGLE PORT LAPAROSCOPIC APPENDECTOMY,Central_line
SINGLE STAGE REPAIR,สาขา:ทางเดินปัสสาวะ
SINUSCOPE WITH COBLATOR ADENOID,ENT
SISTRUNK OPEARTION,สาขา:หู คอ จมูก
SISTRUNK OPERATION,Thyroid_neck
SISTRUNK OPERATION WITH LEFT THYROIDECTOMY,Thyroid_neck
SKIN BIOPSY,Skin_softtissue
SKIN CLOSURE UNDER IV SEDATION,สาขา:ทางเดินปัสสาวะ
SKIN GRAFT AT PERINEUM,Skin_softtissue
SKINGRAFT DRONOR FORM LEFT THIGH,Skin_softtissue
SLING,สาขา:ทางเดินปัสสาวะ
SMALL BOWEL RESECTION,GI_abdominal
SOC C TUMOR REMOVAL,สาขา:ประสาทและสมอง
SOC C TUMOUR REMOVAL,สาขา:ประสาทและสมอง
SOC RETROSIGMOID APPRAOCH LEFT,Endoscopy_GI
SPA LIGATION,สาขา:หู คอ จมูก
SPHENOIDOTOMY,สาขา:หู คอ จมูก
SPHENOIDOTOMY WITH NAVIGATOR,สาขา:หู คอ จมูก
SPHINCTER SAVING FISTULA SURGERY,Vascular_access
SPHINCTEROPLASTY,สาขา:ลำไส้ใหญ่และทวารหนัก
SSV LIGATION+ SCLEROTHERAPY UNDER SPINAL BLOCK,สาขา:หลอดเลือด
STA AND ANEURYSMAL LIGATION,สาขา:ประสาทและสมอง
STAB AVULSION + VENOUS STRIPPING RT,สาขา:หลอดเลือด
STAB AVULSION LT LOWER LEG,สาขา:หลอดเลือด
STAPLE HEMORRHIODECTOMY,สาขา:ลำไส้ใหญ่และทวารหนัก
STAPLE HEMORRHOIDECTOMY + EGD + COLONOSCOPY,Endoscopy_GI
STAPLE REMOVAL,สาขา:ตกแต่ง
STAPLER HEMORRHOIDECTOMY,Anorectal
STENT AT LT BRACHIAL ARTERY,Vascular_interv
STEREOTACTIC GUIDED WIRE LOCALIZATION WIDE EXCISION OF LEFT BREAST,Breast
STEREOTACTIC WIRE LOCALIZATION OF RIGHT BREAST,Breast
STEREOTACTIC WIRE LOCALIZATION WIDE EXCISION O FLEFT BREAST,Breast
STERNAL DEBRIDEMENT WITH PECTORELIS MAJOR FLAP,Skin_softtissue
STERNAL WIRE REMOVE WITH STERNUM DEBRIDEMENT,Skin_softtissue
STOMAL REVISION,สาขา:หู คอ จมูก
STOP BLEEDING,สาขา:หู คอ จมูก
STRICTULOPLASTY,สาขา:ลำไส้ใหญ่และทวารหนัก
STRICTUROPLASTY,GI_abdominal
STSG,สาขา:ตกแต่ง
STSG @ RT.BKA STUMP,สาขา:ตกแต่ง
STSG AT LEFT FOOT,สาขา:ตกแต่ง
STSG AT LT LEG + VAC DRESSING,สาขา:ตกแต่ง
"STSG AT LT. FOOT , DONOR LT. THIGH",สาขา:ตกแต่ง
STSG AT OCCIPITAL AREA,สาขา:ตกแต่ง
STSG AT RT. FOOT,สาขา:ตกแต่ง
STSG AT SCALP DONER RT.THIGH,สาขา:ตกแต่ง
STSG DONOR FROM LEFT THIGH,สาขา:ตกแต่ง
STSG DONOR FROM RT THIGH UNDER GAET,สาขา:ตกแต่ง
STSG LT FOOT,สาขา:ตกแต่ง
STSG LT LEG,สาขา:ตกแต่ง
STSG LT LEG + VAC DRESSING,สาขา:ตกแต่ง
STSG LT. FOOT,สาขา:ตกแต่ง
STSG LT. LEG,สาขา:ตกแต่ง
STSG LT.FOOT,สาขา:ตกแต่ง
STSG RIGHT FOOT,สาขา:ตกแต่ง
STSG RT AMPUTATED BIG TOE UNDER SPINAL BLOCK 11.00น.,สาขา:ตกแต่ง
STSG RT ARM,สาขา:ตกแต่ง
STSG RT FOOT,สาขา:ตกแต่ง
STSG RT LEG,สาขา:ตกแต่ง
STSG RT LEG UNDER SPINAL BLOCK,สาขา:ตกแต่ง
"STSG RT. LEG, DONOR RT. THIGH",สาขา:ตกแต่ง
STSG RT.LEG WITH VAC DRESSING,สาขา:ตกแต่ง
STSG UNDER GA,สาขา:ตกแต่ง
STSG WITH VAC DRESSING,สาขา:ตกแต่ง
STSG WITH VAC. DRESSING,สาขา:ตกแต่ง
STSG(HARVEST DONOR จาก THIGH)+VAC DRESSING,สาขา:ตกแต่ง
STSG/FTSG + VAC DRESSING RIGHT HAND,สาขา:ตกแต่ง
STST LT.FOOT,สาขา:ตกแต่ง
STSTG EVALUATION,สาขา:ตกแต่ง
STUMP CLOSURE,สาขา:ตกแต่ง
SUBCU. EXCISION,Skin_softtissue
SUBCUTANEOUS EXCISION,Skin_softtissue
SUBCUTANEOUS MASTECOMY,สาขา:ศัลยกรรมทั่วไป
SUBCUTANEOUS MASTECTOMY,Breast
SUBCUTANEOUS MASTECTOMY + BREAST AUGMENTATION,Breast
SUBLABIAL TRANSPHENOID TUMOR REMOVAL,สาขา:ประสาทและสมอง
SUBLABIAL TRANSSPHENOID TUMOR REMOVAL,สาขา:ประสาทและสมอง
SUBOCCIPITAL CRANIECTOMY C TUMOR REMOVAL,สาขา:ประสาทและสมอง
SUBOCCIPITAL CRANIECTOMY FOR RELEASE PRESSURE,สาขา:ประสาทและสมอง
SUBOCCIPITAL CRANIECTOMY RIGHT MICROVASCULAR DECOMPRESSION (MVD),สาขา:ประสาทและสมอง
SUBOCCIPITAL CRANIECTOMY W TUMOR REMOVAL,สาขา:ประสาทและสมอง
SUBOCCIPITAL CRANIECTOMY WITH CYST EXCISION,Skin_softtissue
SUBOCCIPITAL CRANIECTOMY WITH MASS REMOVAL,Skin_softtissue
SUBOCCIPITAL CRANIECTOMY WITH TUMOR REMOVAL,สาขา:ประสาทและสมอง
SUBOCCIPITAL CRANIECTOMY WITH TUMOR REMOVAL WITH VENTRICULOSTOMY,สาขา:ประสาทและสมอง
SUBOCCIPITAL CRANIOTOMY WITH TUMOR REMOVAL,Neuro_cranial
SUBTOTAL COLECTOMY,GI_abdominal
SUBTOTAL MASTECTOMY,Breast
SUBTOTAL MASTECTOMY + SLNB,Breast
SUBTOTAL MAXILLECTOMY C SKIN GRAFT,Skin_softtissue
SUBTOTAL PARATHYROIDECTOMY,Thyroid_neck
SUBTOTAL THYROIDECTOMY,Thyroid_neck
SUPERFICAILIZATION,สาขา:หลอดเลือด
SUPERFICALIZATION OF AVF LT CUBITAL,Vascular_access
SUPERFICIAL PAROTIDECTOMY,สาขา:ตกแต่ง
SUPERFICIAL PAROTIDECTOMY RT.,สาขา:ตกแต่ง
SUPERFICIALIZATION,สาขา:หลอดเลือด
SUPERFICIALIZATION +-FISTULOGRAM,Vascular_access
SUPERFICIALIZATION AVF LT ARM,Vascular_access
SUPERFICIALIZATION AVF LT CUBITAL,Vascular_access
SUPERFICIALIZATION BASILLIC VEIN,สาขา:หลอดเลือด
SUPERFICIALIZATION LT.,สาขา:หลอดเลือด
SUPERFICIALIZATION LT.AVF,Vascular_access
SUPINE LT PCNL + RIRS,Cystoscopy_URO
SUPINE MAYFILED MICROSCOPE NAVIGATOR SORING,สาขา:ประสาทและสมอง
SUPINE PCNL + RIRS,Cystoscopy_URO
SUPRAORBITAL CRANIOTOMY,Neuro_cranial
SUPRAPUBIC CYSTOSTOMY,Cystoscopy_URO
SUPRASTERNAL INCISION WITH INCISIONAL BIOPSY,Skin_softtissue
SUR. CYSTO,Cystoscopy_URO
SUR. CYSTOSCOPY,Cystoscopy_URO
SUR.CYSTO,Cystoscopy_URO
SURGICAL DECOMPRESSION,สาขา:หลอดเลือด
SURGICAL DRAINAGE,สาขา:หู คอ จมูก
SURGICAL DRAINAGE AT LEFT NECK,สาขา:หู คอ จมูก
SURVEILANCE CYSTOSCOPY,Cystoscopy_URO
SURVEILLANCE COLONO,สาขา:ลำไส้ใหญ่และทวารหนัก
SURVEILLANCE COLONOSCOPE,Endoscopy_GI
SURVEILLANCE COLONOSCOPY,Endoscopy_GI
SURVEILLANCE COLONOSCOPY R/O RECURRENT,Endoscopy_GI
SURVEILLANCE CYSTO,Cystoscopy_URO
SURVEILLANCE CYSTO + OFF DJ STENT,Cystoscopy_URO
SURVEILLANCE CYSTOSCOPE,Cystoscopy_URO
SURVEILLANCE CYSTOSCOPY,Cystoscopy_URO
SURVEILLANCE EGD & COLONOSCOPE,Endoscopy_GI
SURVEILLANCE EGD + COLONOSCOPY,Endoscopy_GI
"SURVEILLANCE EGD + COLONOSCOPY , REMOVE CHEMOPORT",Endoscopy_GI
SURVEILLANCE EGD+ COLONOSCOPY,Endoscopy_GI
SURVEILLANCE FLEXIBLE CYSTO,Cystoscopy_URO
SURVEILLANCE FLEXIBLE CYSTOSCOPY,Cystoscopy_URO
SURVELIIANCE CYSTO,Cystoscopy_URO
SURVELLIANCE COLONOSCOPY,Endoscopy_GI
SURVIELLANCE COLONOSCOPE + EGD,Endoscopy_GI
SURVIELLANCE EGD + COLONOSCOPE,Endoscopy_GI
SURVIELLANCE EGD COLONOSCOPE,Endoscopy_GI
SURVILLANCE CYSTOSCOPE,Cystoscopy_URO
SUTURE,Skin_softtissue
SUTURE ABDOMINAL WOUND,Skin_softtissue
SUTURE TRACHEOSTOMY WOUND,Tracheostomy
SUTURE WOUND,Skin_softtissue
SUTURE WOUND + EL,Skin_softtissue
SUTURE WOUND + OFF SHOELACE,Skin_softtissue
SUTURE WOUND AT ABDOMINAL WALL,Skin_softtissue
SUTURE WOUND AT FACE,Skin_softtissue
SUTURE WOUND AT INCISION SITE,Skin_softtissue
SUTURE WOUND C VACUUM D/S RT LEG,Skin_softtissue
SUTURE WOUND LT LEG,Skin_softtissue
SUTURE WOUND RT CHEST,Skin_softtissue
SUTURE WOUND RT LEG,Skin_softtissue
SUTURE WOUND RT. LEG,Skin_softtissue
SUTURE WOUND UNDER LOCAL,Skin_softtissue
SUTURE WOUND WITH CHANGE VAC DRESSING,Skin_softtissue
SUTURED WOUND,Skin_softtissue
SYBCUTENEOUS MASTECTOMY,Breast
T + BSP + RF BOT + RF NOSE (GA),ENT
T + BSP + RF NOSE (GA),ENT
T + BSP + SEPTOPLASTY + RF NOSE (GA),ENT
T + M.CAPOS + UVULECTOMY + RF NOSE (GA),ENT
T TUBE CHOLANGIOGRAM +/- REMOVE T TUBE,Vascular_interv
T& A WITH COBLATOR,สาขา:หู คอ จมูก
T&A,สาขา:หู คอ จมูก
T&A (COBLATOR),สาขา:หู คอ จมูก
T&A (COBLATOR) + POST-OP PICU,สาขา:หู คอ จมูก
T&A (GA),สาขา:หู คอ จมูก
T&A (GA) + COBLATOR,สาขา:หู คอ จมูก
T&A (GA) + POST-OP PICU,สาขา:หู คอ จมูก
T&A (ใช้ COBLATOR) + POST-OP PICU อจองให้เรียบร้อยค่ะ,สาขา:หู คอ จมูก
T&A WITH COBLATOR,สาขา:หู คอ จมูก
T+BSP+AP+RF NOSE (GA),ENT
T+BSP+PARTIAL UVULECTOMY (GA),สาขา:หู คอ จมูก
T+BSP+PARTIAL UVULECTOMY+RF NOSE (GA),ENT
T+BSP+PARTIEAL UVULECTOMY+RF NOSE (GA),ENT
T+BSP+RF NOSE,ENT
T+BSP+RF NOSE (GA),ENT
T-TUBE CHOLANGIOGRAPHY,Vascular_interv
T.SUBOCCIPITAL CRANIOTOMY WITH MICROVASCULAR DECOMPRESSION (MVD),Neuro_cranial
T10-11 + L1-2 PDS C LAMINECTOMY T11,Spine
T10-12 PEDICULAR SCREW FIXATION UNDER NAVIGATOR,Spine
T10-L2 PDS FIXATION,สาขา:ประสาทและสมอง
T11 VERTEBRECTOMY+EXPANDABLE CAGE WITH T9-L1 PDS FIXATION,สาขา:ประสาทและสมอง
T11-L3 PDS FIXATION,สาขา:ประสาทและสมอง
T11-L3 PEDICULAR SCREW FIXATION WITH ROD REDUCTION,Spine
T11-L5 LAMINECTOMY+PDS FIXATION,Spine
T12-L1 LAMINECTOMY C PDS FIXATION,Spine
T12-L2 PDS DECOMPRESSION,สาขา:ประสาทและสมอง
T12-L3 PEDICULAR FIXATION,Spine
T2-4 LAMINECTOMY WITH TUMOR REMOVAL,Spine
T8-9 LAMINECTOMY WITH TUMOR REMOVAL,Spine
TAE,สาขา:ลำไส้ใหญ่และทวารหนัก
TAE + LIS,Anorectal
"TB (ได้ ANTI TB> 2 WK) , HX ARDS",สาขา:หู คอ จมูก
TB1,สาขา:ศัลยกรรมทั่วไป
TB1 LT ARM,สาขา:หลอดเลือด
TB1 LT ARM + LIGATE AVF LT WRIST,Vascular_access
TB1 LT CUBITAL,สาขา:หลอดเลือด
TB1 LT.ARM,สาขา:หลอดเลือด
TB1 RT,สาขา:หลอดเลือด
TB1 RT ARM,สาขา:หลอดเลือด
TB2,สาขา:หลอดเลือด
TB2 LT ARM,สาขา:หลอดเลือด
TB2 LT UPPER ARM,สาขา:หลอดเลือด
TB2 LT.,สาขา:หลอดเลือด
TB2 LT. ARM,สาขา:หลอดเลือด
TB2 RT ARM,สาขา:หลอดเลือด
TB2 RT ARM + TCC FV,สาขา:หลอดเลือด
TCC,สาขา:หลอดเลือด
TCC AT IJV,Central_line
TCC AT LEFT IJV,Central_line
TCC AT LT IJV,Central_line
"TCC AT LT IJV, PALINDROME",Central_line
TCC AT LT. FEMORAL,สาขา:หลอดเลือด
TCC AT LT.IJV,Central_line
TCC AT RIGHT EJV/LEFT IJV,Central_line
TCC AT RIGHT IJV,Central_line
TCC AT RT CFV,สาขา:หลอดเลือด
TCC AT RT EJV/ LT EJV/ LT CFV,สาขา:หลอดเลือด
TCC AT RT IJV,Central_line
TCC AT RT. EJV +/- RT. CFV,สาขา:หลอดเลือด
TCC AT RT. IJV,Central_line
TCC AT RT.EJV,สาขา:หลอดเลือด
TCC AT RT.IJV,Central_line
TCC FV AND OFF TCC RT IJV,Central_line
TCC INSERTION,สาขา:หลอดเลือด
TCC INSERTION AT LEFT IJV,Central_line
TCC INSERTION AT LT IJV,Central_line
TCC INSERTION AT LT.IJV,Central_line
TCC INSERTION AT RT EJV,สาขา:หลอดเลือด
TCC INSERTION AT RT IJV,Central_line
TCC INSERTION LT IJV OR FEMORAL,Central_line
TCC INSERTION RT IJV,Central_line
TCC INSETION RT IJV,Central_line
TCC LEFT IJV,Central_line
TCC LEFT IJV + VENOGRAM,Central_line
TCC LT EJV,สาขา:หลอดเลือด
"TCC LT FV , CENTROS",Central_line
TCC LT IJV,Central_line
TCC LT IJV +- RT CFV,Central_line
"TCC LT IJV , CENTROS",Central_line
"TCC LT IJV , CENTROS+LIGATE AVF",Vascular_access
"TCC LT IJV , HEMOFLOW",Central_line
"TCC LT IJV , PALINDROME",Central_line
"TCC LT IJV OR FV , CENTROS",Central_line
TCC LT SCV UNDER LA C MAC,สาขา:หลอดเลือด
TCC LT. IJV,Central_line
TCC LT.IJV,Central_line
TCC LT.IJV + LIGATE AVF LT.WRIST,Vascular_access
TCC LT.IJV OR DLC AT RT.CFV,Central_line
TCC OR REVISE AVBG,Vascular_access
TCC REMOVAL RT IJV,Central_line
TCC REMOVAL WITH BALLOON VENOPLASTY,Vascular_interv
TCC RIGHT FEMORAL VEIN,สาขา:ศัลยกรรมทั่วไป
TCC RIGHT IJV,Central_line
TCC RT EJV,สาขา:หลอดเลือด
TCC RT EJV +/- LT IJV,Central_line
"TCC RT EJV , HEMOFLOW",สาขา:หลอดเลือด
TCC RT EJV / LT FV,สาขา:หลอดเลือด
TCC RT EJV OR DLC TO TCC RT CFV,สาขา:ศัลยกรรมทั่วไป
"TCC RT EJV OR SV , CENTROS",Central_line
TCC RT EJV+- CFV,สาขา:หลอดเลือด
TCC RT FV,สาขา:หลอดเลือด
"TCC RT FV +,- LIGATE AVF RT ARM",Vascular_access
"TCC RT FV , CENTROS",Central_line
"TCC RT FV , CENTROS 31 CM",Central_line
"TCC RT FV , REMOVE TCC LT IJV , CENTROS",Central_line
TCC RT IJV,Central_line
TCC RT IJV +- EJV +- VENOGRAM,Central_line
TCC RT IJV +/- DLC RT IJV,Central_line
TCC RT IJV +/- EJV +VENOGRAM (+/- FV),Central_line
TCC RT IJV +/- LT IJV,Central_line
"TCC RT IJV , CENTROS",Central_line
"TCC RT IJV , HEMOFLOW",Central_line
"TCC RT IJV , PALINDROME",Central_line
"TCC RT IJV ,CENTROS",Central_line
"TCC RT IJV ,HEMOFLOW",Central_line
"TCC RT IJV OR FV , CENTROS",Central_line
TCC RT IJV UNDER LA,Central_line
TCC RT IJV UNDER MAC,Central_line
TCC RT IJV WITH ANEURYSMECTOMY,Central_line
"TCC RT OR LT IJV , CENTROS",Central_line
"TCC RT OR LT IJV , PALINDROME",Central_line
"TCC RT OR LT IJV OR RT FV , CENTROS",Central_line
"TCC RT SV , CENTROS",Central_line
TCC RT. EJV 3/8/65 +/- TCC AT LT IJV,Central_line
TCC RT. EJV OR RT. CFV WITH LIGATED AVF RT. CUBITAL,Vascular_access
TCC RT. IJV,Central_line
TCC RT. IJV +- RT EJV UNDER LA,Central_line
TCC RT. IJV +/- EJV,Central_line
TCC RT. IJV UNDER LA,Central_line
TCC RT.+/-LT. IJV,Central_line
TCC RT.EJV,สาขา:หลอดเลือด
TCC RT.EJV +/- AVF LT.CUBITAL,Vascular_access
TCC RT.EJV +/- LT.IJV,Central_line
TCC RT.EJV +/- RT.CFV,สาขา:หลอดเลือด
TCC RT.EJV OR DLC TO TCC RT.CFV,สาขา:หลอดเลือด
TCC RT.EJV OR LT.IJV,Central_line
TCC RT.EJV OR TCC RT.CFV,สาขา:หลอดเลือด
TCC RT.FV,สาขา:ศัลยกรรมทั่วไป
TCC RT.IJV,Central_line
TCC RT.IJV (CENTROS),Central_line
TCC RT.IJV + AVF LT.WRIST,Vascular_access
TCC RT.IJV + LIGATE AVF LT.CUBITAL,Vascular_access
TCC RT.IJV +/- RT.EJV,Central_line
TCC RT.IJV OR LT.EJV OR LT.CFV +/- VENOGRAM,Central_line
"TCC RT.IJV,CENTROS (LA)",Central_line
"TCC RTR IJV , HEMOFLOW",Central_line
TCC TO PERM RT IJV,Central_line
TCCAT LT IJV,Central_line
TCCC INSETION AT LT IJV,Central_line
TEMPORAL BROW LIFT,สาขา:ตกแต่ง
TEMPORAL LIFT,สาขา:ตกแต่ง
TEMPORARY TRACHEOSTOMY,Tracheostomy
TENCKHOFF INSERTION,สาขา:ศัลยกรรมทั่วไป
TEVAR,Vascular_interv
TEVAR +- CAROTID-SUBCLAVIAN BYPASS,Vascular_interv
TEVAR WITH ILIAC STENT,Vascular_interv
"TF CASE, OPEN LAMINECTOMY T8 WITH TUMOR REMOVAL",Spine
THACHEOSTOMY,สาขา:หู คอ จมูก
THORACOSCOPIC ASSIST LAP. ESOPHAGOGASTRECTOMY,GI_abdominal
THORACOSCOPIC ESOPHAGECTOMY + GASTRIC TUBE RECONSTRUCTION,สาขา:ศัลยกรรมทั่วไป
THORACOTOMY,สาขา:ศัลยกรรมทั่วไป
THORACOTOMY C RT LOWER LOBECTOMY,สาขา:ทรวงอก
THORACOTOMY WITH PERICARDIAL WINDOW,สาขา:ทรวงอก
THROMBECTOMY,Vascular_interv
THROMBECTOMY & FISTULOGRAM LT. AVBG,Vascular_access
THROMBECTOMY + FISTULOGRAM,Vascular_access
THROMBECTOMY + FISTULOGRAM +- PTA,Vascular_access
THROMBECTOMY + FISTULOGRAM LT. AVBG,Vascular_access
THROMBECTOMY +- PERM RIGHT IJV,Central_line
THROMBECTOMY +/- TCC RT. IJV,Central_line
THROMBECTOMY AVBG LT FOREARM C BALLOON VENOPLASTY +/- TCC,Vascular_access
THROMBECTOMY WITH FISTULOGRAM,Vascular_access
THYROID ABLATION,Thyroid_neck
TK,สาขา:หลอดเลือด
TK INSERTION,สาขา:ศัลยกรรมทั่วไป
TK INSERTION ',สาขา:ศัลยกรรมทั่วไป
TK INSERTION UNDER LA,สาขา:ศัลยกรรมทั่วไป
TK INSERTION UNDER LA WITH MAC,สาขา:ศัลยกรรมทั่วไป
TK REMOVAL,สาขา:ศัลยกรรมทั่วไป
TLIF L4-5,Spine
TLIF L4-5 MIS,Spine
TOE AMPUTATION,สาขา:หลอดเลือด
TOE AMPUTATION (RT 1 ST TOE OF FOOT) UNDER REGIONAL BLOCK,สาขา:หลอดเลือด
TOETVA ISTHMECTOMY +/- RT. LOBECTOMY,Thyroid_neck
TOETVA ISTHMUSECTOMY,Thyroid_neck
TONSIILLECTOMY + BSP + RF NOSE (GA),ENT
TONSILLECTMY (GA),ENT
TONSILLECTOMY,ENT
TONSILLECTOMY (GA),ENT
TONSILLECTOMY (GA) + POST-OP SICU จองเมื่อ 10/10/2566 พี่พยบ. ณัฐกฤตา รับทราบ,ENT
TONSILLECTOMY + BSP (GA),ENT
TONSILLECTOMY + BSP + SEPTOPLASTY + RF NOSE (GA),ENT
TONSILLECTOMY + BSP+ MODIFIED CAPSO,ENT
TONSILLECTOMY + BSP+ RF NOSE,ENT
TONSILLECTOMY + BSP+MODIFIED CAPSO,ENT
TONSILLECTOMY + ESP + RF NOSE,ENT
TONSILLECTOMY + ESP+ RF NOSE,ENT
TONSILLECTOMY + PALATAL SURGERY,ENT
TONSILLECTOMY + RF NOSE,ENT
TONSILLECTOMY + RF NOSE (GA),ENT
TONSILLECTOMY + STYLOID PROCESS EXCISION BILATERAL (GA),ENT
TONSILLECTOMY +BSP+RF NOSE (GA),ENT
TONSILLECTOMY +RF NOSE,ENT
TONSILLECTOMY WITH COBLATOR,ENT
"TONSILLECTOMY WITH COBLATOR , RF NOSE",ENT
TONSILLECTOMY WITH RFIT UNDER GA,ENT
TONSILLECTOMY WITHOUT ADENOIDECTOMY,ENT
TONSILLECTOMY+ BSP + RF NOSE,ENT
TONSILLECTOMY+ BSP+ RF NOSE,ENT
TONSILLECTOMY+BSP+/-UVULECTOMY+RF NOSE (GA),ENT
TONSILLECTOMY+BSP+RF NOSE,ENT
TONSILLECTOMY+RF NOSE,ENT
TOTAL GRAFT REMOVAL + TCC RT.IJV,Central_line
TOTAL GRAFT REMOVE WITH REPAIRED BRACHIAL ARTERY,Skin_softtissue
TOTAL LARYNGECTOMY WITH DL WITH +/- BILATERAL MRND +/- LT PMM FLAP,ENT
TOTAL MASTECTOMY LT BREAST,Breast
TOTAL MASTECTOMY WITH SLNB,Breast
TOTAL PARATHYROIDECTOMY WITH ATX,Thyroid_neck
TOTAL PARATHYROIDECTOMY WITH AUTOTRANSPLANT LT ARM,Thyroid_neck
TOTAL PELVIC ECENTERATION WITH ILEAL CONDUIT,สาขา:ลำไส้ใหญ่และทวารหนัก
TOTAL PELVIC EXENTERATION + S3 SACRECTOMY + VRAM FLAP (LUQ COLOSTOMY LLQ CONDUIT),Skin_softtissue
TOTAL RECONSTRUCTION OF PENILE,Uro_other
TOTAL THYMECTOMY,สาขา:ทรวงอก
TOTAL THYROIDECTOMY,Thyroid_neck
TOTAL THYROIDECTOMY + OPEN RT.HERNIOPLASTY,Thyroid_neck
TOTAL THYROIDECTOMY +- MEDIAN STERNOTOMY,Thyroid_neck
TOTAL THYROIDECTOMY +/- CENTRAL NECK DISSECTION,Thyroid_neck
TOTAL THYROIDECTOMY +/- D/L C BIOPSY RT. BOT,Thyroid_neck
TOTAL THYROIDECTOMY +/- MEDIAN STERNOTOMY,Thyroid_neck
TOTAL THYROIDECTOMY C PARATHYROIDECTOMY,Thyroid_neck
TOTAL THYROIDECTOMY WITH RT. MRND,Thyroid_neck
TOTAL TOETVA,Thyroid_neck
TOTAL TOETVA (AUS WITH TRIRADS-5),Thyroid_neck
TOTAL TOETVA WITH CND,Thyroid_neck
TOTAL TOETVA WITH LN DISSECTION,Thyroid_neck
