variant,canonical
R O BRANCHIAL CLEFT CYST,R O BRANCHIAL CLEFT CYST
PYRIFORM MASS LT,LT PYRIFORM MASS
RECURRENT BILAT CRS WITH NP,RECURRENT CRS WITH NP BILAT
RT MAXILLARY SINUSITIS,RT MAXILLARY SINUSITIS
LT CHL,LT CHL
MULTIPLE MASS AT FACE,MULTIPLE MASS AT FACE
MASS AT FOREHEAD PTOSIS BAGGY EYELID MASS AT BOTH SHOULDER,MASS AT FOREHEAD PTOSIS BAGGY EYELID MASS AT BOTH SHOULDER
SUSPECTED SKIN CANCER ON NOSE AND TEMPORAL WITH MULTIPLE SKIN LESION ON FACE,SUSPECTED SKIN CANCER ON NOSE AND TEMPORAL WITH MULTIPLE SKIN LESION ON FACE
ESRD WITH STEAL,ESRD WITH STEAL
CENTRAL VEIN STENOSIS WITH R O STENT OCCLUSION,CENTRAL VEIN STENOSIS WITH R O STENT OCCLUSION
RT CAROID ARTERY PSEUDOANEURYSM,RT CAROID ARTERY PSEUDOANEURYSM
MASS AT EYE LID,MASS AT EYELID
BREAST IMPLANT,BREAST IMPLANT
TUMOR LT ALAR,TUMOR LT ALAR
LIPOMA RT FOREHEAD,LIPOMA RT FOREHEAD
LIPOMA RECURRENT,RECURRENT GLIOMA
KELOID RT EAR PINNA,KELOID RT EAR PINNA
RETAINED RT DJ STENT,RETAIED RT DJ STENT
SCROTAL INCLUSION CYST,SCROTAL INCLUSION CYSTS
RT UVJ DISTAL URETER MASS,RT UVJ DISTAL URETER MASS
LT RC S P LT DJ STENT,LT RC S P LT DJ STENT
PHIMOSIS PENILE MASS ADHESION,PHIMOSIS PENILE MASS ADHESION
AKI WITH BILATERAL OBSTRUCTIVE UROPATHY,AKI WITH BILATERAL OBSTRUCTIVE UROPATHY
PARAFFINOMA S P 1ST REPAIR,PARAFFINOMA S P 1ST STAGE REPAIR
GIANT ANEURYSM,GIANT ANEURYSM
LLL MASS,LLL MASS
RLL CA,RLL CA
LLL NODULE S P VATS AND WEDGE EXCISION,LLL NODULE S P VATS AND WEDGE EXCISION
MIRIZZI SYNDROME TYPE 5 DDX CA GB,MIRIZZI SYNDROME TYPE 5 DDX CA GB
LIVER MET GIST S4A 4B 6 7 8,LIVER MET GIST S4A 4B 6 7 8
VESICAL STONE WITH RT UVJ STONE,VESICAL STONE WITH RT UVJ STONE
BPH VC,VC BPH
CA BLADDER S P TUR BT 63,CA BLADDER S P TUR BT
URINE RETENTION,URINE RETENTION
VARICOCELE,VARICOCELE
MCN LT ADNEXA WITH HIGH CEA,MCN LT ADNEXA WITH HIGH CEA
AML WITH CHRONIC WOUND AT BUTTOCK,AML WITH CHRONIC WOUND AT BUTTOCK
CA MID RECTUM S P LAR C END COLOSTOMY STENOSIS,CA MID RECTUM S P LAR C END COLOSTOMY STENOSIS
TRANSPOSED BASILIC VEIN STENOSIS,TRANSPOSED BASILIC VEIN STENOSIS
GIANT AVF RT ARM THROMBOSE,GIANT AVF RT ARM THROMBOSE
MASS AT BOTH ELBOW,MASS AT BOTH ELBOW
MASS AT RT HIP,MASS AT RT HIP
MASS AT LT KNEE,MASS AT LT KNEE
CVI C5 LT LEG,CVI C2S LT LEG
PUP S P SX WITH TEMP CLOSURE,PUP S P SX WITH TEMP CLOSURE
R O RT PHYLLODES TUMOR,R O RT PHYLLODES TUMOR
ESRD WITH THROMBOSED LT AVF CENTRAL V STENOSIS,ESRD WITH THROMBOSED LT AVF CENTRAL V STENOSIS
R O ISR AT RT SUBCLAVIAN VEIN,R O ISR AT RT SUBCLAVIAN VEIN
ESRD C LT CEPHALIC VEIN STENOSIS,ESRD C LEFT CEPHALIC VEIN STENOSIS
CA COLON C CRLM,CA COLON CRLM
LT CIA ANEURYSM,RT CIA ANEURYSM
ESRD WITH LT OUTFLOW STENOSIS BASILIC VEIN,ESRD WITH LT OUTFLOW STENOSIS BASILIC VEIN
CVI C4A BOTH LEG,CVI C4A OF BOTH LEGS
LARGE PAU INFRA RENAL AORTA,LARGE PAU INFRA RENAL AORTA
GIANT ANEURYSM WITH BLEEDING,GIANT ANEURYSM WITH BLEEDING
ESRD WITH OUT FLOW STENOSIS OF TB2,ESRD WITH OUT FLOW STENOSIS OF TB2
ODONTOID FRACTURE TYPE2,ODONTOID FRACTURE TYPE 2
LEFT PARIETAL METASTASIS,LEFT PARIETAL METASTASIS
RIGHT ACOUSTIC NEUROMA VESTIBULAR SCHWANNOMA,RIGHT ACOUSTIC NEUROMA VESTIBULAR SCHWANNOMA
L4 5 L5 S1 SPINAL STENOSIS,SPINAL STENOSIS L4 5 L5 S1
C5 6 SPONDYLOSIS C MYELOPATHY,C4 5 SPONDYLOSIS C MYELOPATHY
NORMAL PRESSURE HYDROCEPHALUS NPH,NORMAL PRESSURE HYDROCEPHALUS
RT OCCIPITAL MASS,RT OCCIPITAL MASS
CYSTADENOMA OR IPNB LEFT LOBE,CYSTADENOMA OR IPNB LEFT LOBE
PDAC HOP,PDAC HOP
MIXED TYPE IPMN HEAD TO BODY,MIXED TYPE IPMN HEAD TO BODY
RUPTURED APPENDICITIS S P APPENDECTOMY C SSI,RUPTURED APPENDICITIS S P OPEN APPENDECTOMY
LT INCARCERATED INGUINAL HERNIA,RIGHT INCARCERATED INGUINAL HERNIA
LT BREAST MASS L9,LT BREAST MASS L12
BILATERAL BREAST MASS R7 8 L9 10,BILATERAL BREAST MASS R7 8 L9 10
CORROSIVE INGESTION,CORROSIVE INGESTION 3B
EC FITULA,EC FISTULA
SINUSITIS,SINUSITIS
LT BREAST CANCER S P NEOADJUVANT,LT CA BREAST S P NEOADJUVANT
MASTALGIA,MASTALGIA
RT BREAST MASS R10,RT BREAST MASS R9
RIGHT RECURRENT THYROID CYST,RIGHT RECURRENT THYROID CYST
MULTIPLE LEFT THYROID MASS,MULTIPLE LEFT THYROID MASS
MULTIPLE THYROID MASS BOTH LOBE,MULTIPLE THYROID MASSES BOTH LOBES
RECURRENT RIGHT INGUINAL HERNIA,RECURRENT RIGHT INGUINAL HERNIA
INDEFTED DM FOOT RT,INDEFTED DM FOOT RT
R O CBD STONE S P OC,R O CBD STONE S P OC
LEFT ADRENAL INCIDENTALOMA,LEFT ADRENAL INCIDENTALOMA
ADVANCED GASTRIC CANCER S P NEOADJUVANT CHEMOTHERAPY,ADVANCED GASTRIC CANCER S P NEOADJUVANT CHEMOTHERAPY
SUBSIDED CHOLECYSTITIS WITH BILE SLUDGE,SUBSIDED CHOLECYSTITIS WITH BILE SLUDGE
SB INJURY S P EL,SB INJURY S P EL
CA STOMACH S P TOTAL GASTRECTOMY PAND SPLENECTOMY,CA STOMACH S P TOTAL GASTRECTOMY PAND SPLENECTOMY
ICH AT RT OCCIPITAL,ICH AT RT OCCIPITAL
KERATODERMA,KERATODERMA
PTOSIS OF UPPER LOWER EYELID,PTOSIS OF UPPER LOWER EYELID
C7 T2 SPINAL METASTASIS,C7 T2 SPINAL METASTASIS
L3 4 DISC RUPTURED S P L4 5 S1 LAMINECTOMY C PDS,L3 4 DISC RUPTURED S P L4 5 S1 LAMINECTOMY C PDS
L3 4 5 S1 STENOSIS,L3 4 5 STENOSIS
RUPTURED DISC L5 S1,RUPTURED DISC L4 5 L5 S1
HNP C5 6 C6 7 WITH SPINAL CORD CONTUSION,HNP C5 6 C6 7 WITH SPINAL CORD CONTUSION
DEPRESS SKULL FRACTURE C LEFORT FRACTURE,DEPRESS SKULL FRACTURE C LEFORT FRACTURE
BILAT CRS,BILAT CRS
LT GRANULATION AT PALATE,LT GRANULATION AT PALATE
POST PHARYNGEAL WALL MASS,POST PHARYNGEAL WALL MASS
ADENOID HYPERTROPHY,ADENOID HYPERTROPHY ITHT
NODULES OF VOCAL CORDS,NODULES OF VOCAL CORDS LT
RIGHT SUBMANDIBULAR MASS,RT SUBMANDIBULAR MASS
MALIGNANT NEOPLASM OF OTHER AND UNSPECIFIED PARTS OF TONGUE OVERLAPPING LESION OF TONGUE,MALIGNANT NEOPLASM OF OTHER AND UNSPECIFIED PARTS OF TONGUE OVERLAPPING LESION OF TONGUE
CHRONIC HYPERTROPHIC TONSILLITIS,CHRONIC HYPERTROPHIC TONSILLITIS
GERD BHC,GERD BHC
CA MID RECTUM S P NAC,CA MID RECTUM S P NAC
RT TVC MASS C HOARSENESS,RT TVC MASS C HOARSENESS
NEVUS,NAEVUS
MASS NOSE,MASS NOSE
MASS AT LT SIDE UPPER LIP,MASS AT LT SIDE UPPER LIP
LT NASAL MASS R O BCC,LT NASAL MASS R O BCC
MASS AT FACE AND LEFT ARM,MASS AT FACE AND LEFT ARM
LOE PROFILE NOSE,LOW PROFILE NOSE
CLOSED FRACTURE MANDIBLE,CLOSED FRACTURE MANDIBLE
HYDRANIDITIS SUPPERATIVA,HYDRANIDITIS SUPPERATIVA
FLAP BULGING,FLAP BULGING
DERMATOFIBROSARCOMA,DERMATOFIBROSARCROMA
LT NASAL ALAR MASS R O BCC,LT NASAL MASS R O BCC
SUSPECTED PALATAL FISTULA,SUSPECTED PALATAL FISTULA
KELOID AT EAR,KELOID AT LT EAR
ISR AT LT SUBCLAVIAN V,ISR AT LT SUBCLAVIAN V
ESRD WITH CENTRAL VEIN OCCLUSION,ESRD WITH CENTRAL VEIN OCCLUSION
RT INFLOW OUTFLOW STENOSIS,INFLOW OUTFLOW STENOSIS
BPH WITH NEUROGENIC BLADDER,BPH WITH NEUROGENIC BLADDER
LT URETERAL OBSTRUCTION WITH LT HYDRONPEHROSIS S P DJ STENT,LT URETERAL OBSTRUCTION WITH LT HYDRONPEHROSIS S P DJ STENT
R O CA PROSTATE PSA 6 7 PIRADS 4,R O CA PROSTATE PSA 6 7 PIRADS 4
TCC LT KIDNEY S P NUBCE LT CA BLADDER,TCC LT KIDNEY S P NUBCE LT CA BLADDER
RECURRENT AUR,RECURRENT AUR
LT LARGE RENAL MASS,LT LARGE RENAL MASS
NON FUNCTION KINEY,NON FUNCTION LT KIDNEY
RT RC WITH SINGLE KIDNEY,SINGLE RT KIDNEY WITH RC
CA BLADDER S P RT ครบ กพ 67,CA BLADDER S P RT ครบ กพ 67
RETENTION OF URINE,URINE RETENTION
RT URETERIC STRICTURE,RT URETERAL STRICTURE
R O VC,R O VC
LARGE LT RENAL MASS,LT LARGE RENAL MASS
HERNIA,HERNIA
LIPOMATOSIS NOT ELSEWHERE CLASSIFIED,LIPOMATOSIS NOT ELSEWHERE CLASSIFIED
DIFFUSE CYSTIC MASTOPATHY,DIFFUSE CYSTIC MASTOPATHY
INTERNAL HEMORRHOID GR II III AT 3 7 O'CLOCK,INTERNAL HEMORRHOID GR II III AT 3 7 O'CLOCK
INFECTED MESH,INFECTED MESH
S P LOOP COLOSTOMY,S P LOOP COLOSTOMY
HAEMOIRRHOID,HEMORRHOID
ABDOMINAL COMPARTMENT SYNDROME,ABDOMINAL COMPARTMENT SYNDROME
TRANSIENT RT HAND ISCHMIA WITH RT RADIAL A KINKING,TRANSIENT RT HAND ISCHMIA WITH RT RADIAL A KINKING
AAA S P OPEN REPAIR WITH ABDOMINAL COMPARTMENT SYNDROME,AAA S P OPEN REPAIR WITH ABDOMINAL COMPARTMENT SYNDROME
ESRD WITH AVF LT CUBITAL,ESRD WITH AVF LT CUBITAL
TB2 STENOSIS,TB2 STENOSIS
ESRD WITH STEAL SYNDROME GR III AT LT HAND,ESRD WITH STEAL SYNDROME GR III AT LT HAND
ESRD WITH RT INFLOW OUTFLOW STENOSIS,ESRD WITH RT INFLOW OUTFLOW STENOSIS
ESRD WITH TUNAL RIGHT IJV INFECTED,ESRD WITH TUNAL RIGHT IJV INFECTED
FALES ANEURYSM LEFT UPPER ARM,FALES ANEURYSM LEFT UPPER ARM
TB SPINE WITH COMPRESSION FRACTURE T7 8 WITH EPIDURAL ABSCESS T7 8,TB SPINE WITH COMPRESSION FRACTURE T7 8 WITH EPIDURAL ABSCESS T7 8
C5 6 C6 7 SPONDYLOSIS,C5 6 C6 7 SPONDYLOSIS
CORPUS CALLOSAL TUMOR,CORPUS CALLOSAL TUMOR
LEFT SUBACUTE SDH,SUBACUTE LT SDH
LT SDH C ICH BILATERAL OCCIPITAL,LT SDH C ICH BILATERAL OCCIPITAL
CLTI LT LEG WITH OSTEOMYELITIS OF LT 2ND TOE,CLTI LT LEG WITH OSTEOMYELITIS OF LT 2ND TOE
NSCLC OF LUL,NSCLC OF LUL
RUL PLEURAL NODULE,RUL PLEURAL NODULE
RT LUNG NODULE,RT LUNG NODULE
R O CATAMENIAL PNEUMOTHORAX RT LUNG,R O CATAMENIAL PNEUMOTHORAX RT LUNG
DISTAL CBD STONE S P ERCP,DISTAL CBD STONE S P ERCP
CA OVARY WITH S7 METASTASIS,CA OVARY WITH S7 METASTASIS
CRLM S5 6 S P NAC,CRLM S5 6 S P NAC
RUPTURED HCC LT LOBE,RUPTURED HCC LT LOBE
SGS ADENOMYOMATOSIS,ADENOMYOMATOSIS
R O ICCA S5 8,R O ICCA S5 8
BREAST PTOSIS,BREAST PTOSIS
MASS AT FACE AND NECK,MASS AT CHEEK AND NECK
DYSPLASTIC NAEVUS,DYSPLASTIC NERVUS
WQART AT NECK,WQART AT NECK
BAGGY EYELID PTOSIS,BAGGY EYELID PTOSIS
CFX OF FIRST MCP LEFT HAND CFX NASAL BONE,CFX OF FIRST MCP LEFT HAND CFX NASAL BONE
EXTENSOR TENDON TEAR OF RT INDEX FINGER,EXTENSOR TENDON TEAR OF RT INDEX FINGER
R5 BREAST MASS,BREAST MASS
LT BREAST MASS L1,LT BREAST MASS L12
CLTI OF RIGHT LEG,CLTI OF RIGHT LEG
RECURRENT PTC,RECURRENT HPTH
L3 4 SPONDYLOLISTHESIS,L4 5 SPONDYLOLISTHESIS
L2 3 4 5 SPONDYLOSIS,L2 3 SPONDYLOSIS
T11 COMPRESSION FRACTURE C OSTEOPOROSIS,T11 COMPRESSION FRACTURE C OSTEOPOROSIS
C MYELOPATHY,C MYELOPATHY
LEFT CRANIAL DEFECT,RT CRANIAL DEFECT
URETHRAL CALCULI,URETHRAL CALCULI
LT DISTAL UC *2,LT DISTAL UC *2
URETHRAL STRICTURE UNDER TIVA,URETHRAL STRICTURE UNDER TIVA
BLADDER THICKENING,BLADDER THICKENING
INJURY OF BLADDER: WITHOUT OPEN WOUND INTO CAVITY,INJURY OF BLADDER: WITHOUT OPEN WOUND INTO CAVITY
ENOIUGH CHILD,ENOUGH CHILD
S P CIRCUMCISION WITH PARAPHIMOSIS,S P CIRCUMCISION WITH PARAPHIMOSIS
LT PARIETAL BRAIN METASTASIS WITH BLEEDING TUMOR,LT PARIETAL BRAIN METASTASIS WITH BLEEDING TUMOR
LT PARIETAL MENINGIOMA,LT PARIETAL MENINGIOMA
SPINAL STENOSIS T11,SPINAL STENOSIS
ITH WITH DNS WITH OSA,ITH WITH DNS WITH OSA
BILAT BP,BILAT BP
INFECTED TRACHEOSTOMY,INFECTED TRACHEOSTOMY
R O RECURRENT CA TONGUE,R O RECURRENT CA TONGUE
FB AT RT MAXILLARY SINUS,FB AT RT MAXILLARY SINUS
BCC AT RT ALAR FOREHEAD NECK,BCC AT RT ALAR FOREHEAD NECK
GIANT ANEURYSM AT LT AVF,GIANT ANEURYSM LT AVF
AVBG LT UPPER ARM R O OUTFLOW STENOSIS,AVBG LT UPPER ARM R O OUTFLOW STENOSIS
JUXTAANASTOMOSIS STENOSIS LT ARM,JUXTAANASTOMOSIS STENOSIS LT ARM
CVI C2S AT BOTH LEGS,CVI C2S BOTH LEGS
S P EVAR WITH ISR AT LT CIA,S P EVAR WITH ISR AT LT CIA
ESRD MALFUNCTION TCC RT SC,ESRD MALFUNCTION TCC RT SC
AVF LT ARM,AVF LT ARM
PTOSIS BAGGY EYELID,BAGGY EYELID PTOSIS
FRACTURE NASAL BONE,NASAL BONE FRACTURE
SKIN EXCESS BOTH BREAST,SKIN EXCESS BOTH BREAST
CLOSED FX AT 1ST MCB OF LT HAND S P OPEN REDUCTION WITH WIRING,CLOSED FX AT 1ST MCB OF LT HAND S P OPEN REDUCTION WITH WIRING
SEVERE BILAT HYDRONEPHROSIS,SEVERE BILAT HYDRONEPHROSIS
R O VESICAL CALCULUS,R O VESICAL CALCULUS
OVARIAN TUMOR,OVARIAN TUMOR
R O BLADDER TUMOR GROSS HEMATURIA,R O BLADDER TUMOR GROSS HEMATURIA
AUR CLOT RETENTION,AUR CLOT RETENTION
LEFT BREAST MASS AT L12,LEFT BREAST MASS AT L12
SEBACEOUS CYST AT BACK,SEBACEOUS CYST AT BACK
RIGHT TRIGEMINAL NEURALGIA,RIGHT TRIGERMINAL NEURALGIA
COLLAPSED L2 C RUPTURED DISC L2 3 LEFT,COLLAPSED L2 C RUPTURED DISC L2 3 LEFT
L4 5 DISC HERNIATION,L3 4 5 DISC HERNIATION
RIGHT PARIETAL TUMOR R O METASTASIS,RIGHT PARIETAL TUMOR R O METASTASIS
L345S1 STENOSIS,L2345 STENOSIS
RT PARAPELVIC CYST,RT PARAPELVIC CYST
BOO C RECURRENT UTI,BOO C RECURRENT UTI
FAP S P SUBTOTAL GASTRECTOMY,FAP S P SUBTOTAL GASTRECTOMY
IRRIABLE BOWEL SYNDROME WITH DIARRHEA,IRRIABLE BOWEL SYNDROME WITH DIARRHEA
CRLM S7,CRLM S7
POST LAR WITH ANASTOMOSIS LEAKAGE,POST LAR WITH ANASTOMOSIS LEAKAGE
STERCORAL ULCER C RECTAL PERFORATION,STERCORAL ULCER C RECTAL PERFORATION
ADVANCE LT BREAST CANCER,ADVANCE LT BREAST CANCER
ESRD WITH THORMBOSED AVF,ESRD WITH THROMBOSE AVF
SHUNT OVERDRAINAGE,SHUNT OVERDRAINAGE
SPONDYLOLITHESIS C4 5,L4 5 SPONDYLOLISTHESIS
GOITER C HYPERTHYROID,GOITER C HYPERTHYROID
RT ATTIC CHOLESTEATOMA S P SURGERY,RT ATTIC CHOLESTEATOMA S P SURGERY
LT MAXILLARY LESION DDX ODONTOGENIC CYST,LT MAXILLARY LESION DDX ODONTOGENIC CYST
MUCOCELE LT LOWER LIP,MUCOCELE LT LOWER LIP
MASS AT LT TONSIL SUSPECTED LIPOMA,MASS AT LT TONSIL SUSPECTED LIPOMA
BILAT CRS WITH DNS WITH ITH,BILAT CRS WITH NP WITH DNS
AVBG INFECTION,INFECT AVBG
ADEMOCARCINOMA AT RT LUNG C RT PLEURAL EFFUSION,ADEMOCARCINOMA AT RT LUNG C RT PLEURAL EFFUSION
DISTAL CCA,DISTAL CCA
GRAVE WITH COLD NODULE,GRAVES' WITH COLD NODULE
PUP S P EL WITH TEMP CLOSURE,PUP S P SX WITH TEMP CLOSURE
EPIDERMAL CYST BOTH AXILLAS,EPIDERMAL CYST BOTH AXILLAS
PATHOLOGIC NIPPLE DISCHARGE RT BREAST,PATHOLOGICAL NIPPLE DISCHARGE RT BREAST
LOCAL RECURRENCE OF RIGHT CHEST WALL,LOCAL RECURRENCE OF RIGHT CHEST WALL
SCAR AT ARM,SCAR AT ARM
LEFT PAROTID MASS,LT PAROTID MASS
DERMTOCHALASIA,DERMATOCHALASIA
WOUND ON LEFT HEEL,WOUND ON LEFT HEEL
FRONTAL NERVE INJURY,FRONTAL NERVE INJURY
RETAIN FB AT LT HAND,RETAIN FB AT LT HAND
NAEVI OF AXCILLA R O BCC,NAEVI OF AXCILLA R O BCC
CFX RT ZYGOMA,FX RT ZYGOMA
SKIN TAG,SKIN TAG
ADJACENT LEVEL C4 5,ADJACENT LEVEL C4 5
LEFT POSTERIOR FOSSA TUMOR,LEFT POSTERIOR FOSSA TUMOR
L4 5 SPONDYLOLISTHESIS C456 SPONDYLOSIS,L4 5 SPONDYLOLISTHESIS C456 SPONDYLOSIS
RIGHT INTRA ORBITAL MASS,RIGHT INTRA ORBITAL MASS
LT CHRONIC SDH,LEFT CHRONIC SDH
LARGE RT FRONTAL TUMOR,LARGE RT FRONTAL TUMOR
L4 5 L5 S1 LATERAL CANAL STENOSIS,L4 5 L5 S1 LATERAL CANAL STENOSIS
MULTIPLE GENITAL WARTS,MULTIPLE GENITAL WARTS
COMPLICATED CYSTITIS,COMPLICATED CYSTITIS
CA BLADDER CA RT URETER RT URETERAL STRICTURE,CA RT URETER RT URETERAL STRCITURE CA BLADDER
URETHRA STRICTURE,URETHRAL STRICTURE
RIGHT HYDROCELE,RT HYDROCELE
CA BLADDER S P BCG INSTALLATION,CA BLADDER S P BCG INSTALLATION
LT UVJ STONE,RT UVJ STONE
LT DJ STENT INSERTION DUE TO STRICTURE,LT DJ STENT INSERTION DUE TO STRICTURE
UPJO,UPJO
RT FRONTAL MUCOSELE,RT FRONTAL MUCOSELE
RIGHT RECURRENT INFECTED SEBACEOUS CYST,RIGHT RECURRENT INFECTED SEBACEOUS CYST
TONSILLOLITH WITH HALITHOSIS,TONSILLOLITH WITH HALITHOSIS
RESIDUAL CA RT NASAL,RESIDUAL CA RT NASAL
LT POST PHARYNGEAL WALL MASS,POST PHARYNGEAL WALL MASS
LT NECK ABCESS,LT NECK ABCESS
R O SARCOMA RT HAND,R O SARCOMA RT HAND
ABSCESS AT PENIS,ABSCESS AT PENIS
BPH WITH UTI PSA 60,BPH WITH UTI PSA 60
DJ STENT RETAINING,DJ STENT RETAINING
LUTS RU 300 ML,LUTS RU 300 ML
DONOR LRKT,DONOR LRKT
CA TRANSVERSE COLON,CA TRASVERSE COLON
FOBT POSITIVE,FOBT POSITIVE
CA RECTUM S P COLONIC STENT,CA RECTUM S P COLONIC STENT
COLITIS CYSTICA PROFUNDA,COLITIS CYSTICA PROFUNDA
GANGLION CYST AT RIGHT THUMB,GANGLION CYST AT RIGHT THUMB
NERVUS AT FACE,NERVUS AT FACE
BROWEN DISEASE,BOWEN'S DISEASE
AVULSION WOUND RT THUMB,AVULSION WOUND RT THUMB
R O BCC,R O BCC
LE FORT2 FX C RT ZYGOMA FX C RT ORBITAL FLOOR DEFECT C SEGMENTAL FX AT RT PARASYMPHYSIS OF MANDIBLE C LACERATION WOUND AT LOWER LIP CHIN,LE FORT2 FX C RT ZYGOMA FX C RT ORBITAL FLOOR DEFECT C SEGMENTAL FX AT RT PARASYMPHYSIS OF MANDIBLE C LACERATION WOUND AT LOWER LIP CHIN
S PO DDKT,S P DDKT
LEFT OUTFLOW STERNOSIS,LT OUTFLOW STENOSIS
OUTFLOW STENOSIS AVF LT WRIST,OUTFLOW STENOSIS AVF LT WRIST
R O LT MID CEPHALIC VEIN STENOSIS,R O CEPHALIC VEIN STENOSIS
INFECTED AVBG,INFECT AVBG
JUXTAANASTOMOSIS STENOSIS AVF LT CUBITAL,JUXTAANASTOMOSIS STENOSIS AVF LT CUBITAL
LRKT,LRKT
HILAR CCA BISHMUS3,HILAR CCA BISHMUS3
LIRADS 4 S4B 5,LIRADS 4 S4B 5
PANCREATIC HEAD NEOPLASM,PANCREATIC HEAD NEOPLASM
BPH S P REZUM แต่ปัสสาวะหยดตามมาก,BPH S P REZUM แต่ปัสสาวะหยดตามมาก
CA CERVIX S P RT,CA CERVIX S P RT
RT ENDOMETRIOSIS CANNOT R O CA OVARY,RT ENDOMETRIOSIS CANNOT R O CA OVARY
HIGH PSA 5 9,HIGH PSA 968 5
HIGH PSA 6 6,HIGH PSA 7 6
HIGH PSA 12 0,HIGH PSA 10 2
RECURRENT CA BLADDER LATERAL WALL,RECURRENT CA BLADDER LATERAL WALL
CHOLANGITIS C CBD STONE,CBD STONE C CHOLANGITIS
RUPTURE RIGHT SILICONE IMPLANT,RUPTURE RIGHT SILICONE IMPLANT
HCC AT S6 8,HCC AT S6
MASS AT LT ARM X2,MASS AT LT ARM
CBD STONE S P ERCP WITH SUBSIDE CHOLECYSTITIS,SUBSIDE CHOLECYSTITIS C CBD STONE S P ERCP
BREAST MASS AT L1,BREAST MASS AT L1
METASTATIC BREAST CANCER,METASTATIC BREAST CANCER
BIALTERAL CA BREAST,BIALTERAL CA BREAST
RIGHT BREAST MASS R O MALIGNANT PHYLLODE TUMOR,RIGHT BREAST MASS R O MALIGNANT PHYLLODE TUMOR
OBSTRUCTIVE DEFECATORY SYNDROME,OBSTRUCTIVE DEFECATORY SYNDROME
LOCALLY ADVANCE CA SIGMOID COLON WITH BLADDER INVASION,LOCALLY ADVANCE CA SIGMOID WITH BLADDER INVASION
TRANSPHINCTERIC FIA,LOW TRANSPHINCTERIC FIA
ESRD WITH OUT FLOW STENOSIS,ESRD WITH OUT FLOW STENOSIS OF TB2
SUPERFICIAL VEIN THROMBOSIS,SUPERFICIAL VEIN THROMBOSIS
IMPENDING RUPTURED INFRARENAL AAA,IMPENDING RUPTURED INFRARENAL AAA
R O RT SWING VEIN STENOSIS,R O SWING VEIN STENOSIS
CA BREAST LT S P SX,CA BREAST LT S P SX
CA BREAST WITH SIGNIFICANT WEIGHT LOSS,CA BREAST WITH SIGNIFICANT WEIGHT LOSS
MASS AT LT GROIN,MASS AT LT GROIN
OUTFLOW STENOSIS OF RT BASILIC V TRANSPOSITION,OUTFLOW STENOSIS OF RT BASILIC V TRANSPOSITION
PUP WITH ECF S P EL WITH ANTRECTOMY WITH FEEDING JEJUNOSTOMY WITH DIFFICULT DUODENUAL STUMP,PUP WITH ECF S P EL WITH ANTRECTOMY WITH FEEDING JEJUNOSTOMY WITH DIFFICULT DUODENUAL STUMP
MASS RT GROIN,MASS AT RT GROIN
BRAIN STEM HEMORRHAGE WITH PROLONG INTUBATION,BRAIN STEM HEMORRHAGE C PROLONG INTUBATION
INFECTED BONE FLAP,INFECTED BONE FLAP
SPONDYLOLISTHESIS L4 5 WITH SPINAL STENOSIS L4 5,SPONDYLOLISTHESIS L4 5 WITH SPINAL STENOSIS L4 5
C4 5 C5 6 SPONDYLOSIS,C4 5 C5 6 SPONDYLOSIS
STUMP CHOLECYSTITIS,STUMP CHOLECYSTITIS
RIGHT LOBE HCC BCLC A S P PVE,RIGHT LOBE HCC BCLC A S P PVE
GASTRO OESOPHAGEAL REFLUX DISEASE WITH OESOPHAGITIS,GASTRO OESOPHAGEAL REFLUX DISEASE WITH OESOPHAGITIS
MASST AT LT LEG,MASST AT LT LEG
CVI C2S BOTH LEG,CVI C2S BOTH LEGS
SUBSIDED CHOLECYSTITIS S P EL WITH RHC FROM MESENTERIC VEIN THROMBOSIS WITH PORTAL HT,SUBSIDED CHOLECYSTITIS S P EL WITH RHC FROM MESENTERIC VEIN THROMBOSIS WITH PORTAL HT
RT CHOLESTEATOMA,CHOLESTEATOMA LT EAR
DEEP NECK LT NECK,DEEP NECK LT NECK
CHRONIC RHINITIS WITH ITH,CHT WITH CHRONIC RHINITIS
RT NASAL POLYP,NASAL POLYP
LT NASOLABIAL CYST,LT NASOLABIAL CYST
MILD OSA RDI 16,MILD OSA RDI 16
LT ATTIC CHOLESTEATOMA,LT ATTIC CHOLESTEATOMY
LT MASSESTERIC SPACE ABSCESS,LT MASSESTERIC SPACE ABSCESS
PRE AURICULAR MASS,PRE AURICULAR MASS
UNILAT TONSILLAR HYPERTROPHY,UNILAT TONSILLAR HYPERTROPHY
RIGHT BLOODY NIPPLE DISCHARE,RIGHT BLOODY NIPPLE DISCHARE
INTRADUCTAL PAPPILLOMA LT BREAST L1,INTRADUCTAL PAPPILOMA LT BREAST
LEFT CA BREAST S P LEFT MASTECOTMY,LEFT CA BREAST S P LEFT MASTECTOMY
GASTROCUTANEOUS FISTULA,GASTROCUTANEOUS FISTULA
PUP WITH GC FISTULA S P EL WITH DISTAL GASTRECTOMY,PUP WITH GC FISTULA S P EL WITH DISTAL GASTRECTOMY
R O PHYROBEZOAR,R O PHYROBEZOAR
MASS AT RT HAND,MASS AT RT HAND
CYST AT RIGTH FOREARM,CYST AT RIGTH FOREARM
DERMATOCHALAIS,DERMATOCHALASIA
CYST AT FACE,CYST AT FACE
