variant,canonical
LIGATE BRANCH OF LT CEPHALIC VEIN FISTULOGRAM PTA,LIGATE BRANCH OF LT CEPHALIC VEIN FISTULOGRAM PTA
VENOGRAM TCC RT IJV LT IJV RT CFV,VENOGRAM TCC RT IJV LT IJV RT CFV
BILAT ENARTERECTMY OF COMMON FEMORAL ARTERY WITH CERAB WITH ANGIOPLASTY RIGHT LEG,BILAT ENARTERECTMY OF COMMON FEMORAL ARTERY WITH CERAB WITH ANGIOPLASTY RIGHT LEG
BALLOON ANGIOPLASTY RT SFA C PA CROSS OVER,BALLOON ANGIOPLASTY RT SFA C PA CROSS OVER
VATS THYMECTOMY,VATS THYMECTOMY
RAY AMPUTATION RT BIG TOE,AMPUTATION OF RT BIG TOE
RETENTION SUTURE DEBRIDEMENT,RETENTION SUTURE DEBRIDEMENT
DEBRIDEMENT RE EXTENSION SUTURE,RETENTION SUTURE DEBRIDEMENT
DEBRIDEMENT RETENSION SUTURE,RETENTION SUTURE DEBRIDEMENT
DB C VAC,DB C VAC
DS C RETENSION SUTURE,DS C RETENSION SUTURE
DS C RETENTION SUTURE,DS C RETENSION SUTURE
DRESSING WOUND RT LEG LT FOOT,DRESSING WOUND RT LEG LT FOOT
ACDF C567 PEEK PLATE C567,ACDF C567 PEEK PLATE C567
LAMINECTOMY WITH PDS FIXATION L45S1 MIS,MIS L4 S1 LAMINECTOMY WITH PDS FIXATION
LAMINECTOMY WITH FIXATION L2345,LAMINECTOMY WITH FIXATION L2345
LAMINECTOMY L3 4 4 5,LAMINECTOMY PDS L3 4 4 5
LAMINECTOMY WITH PDS L4 5 MIS WITH REMOVE TALOV CYST,LAMINECTOMY WITH PDS L4 5 MIS WITH REMOVE TALOV CYST
REVISE GRAFT PEDICLE,REVISE GRAFT PEDICLE
LAMINECTOMY WITH TUMOR REMOVAL UNDER FLU,LAMINECTOMY WITH TUMOR REMOVAL UNDER FLU
LT OCCIPITAL CRANIOTOMY WITH RE CLIPPING ANEURYSM WITH REMOVE CLOT,LT OCCIPITAL CRANIOTOMY WITH RE CLIPPING ANEURYSM WITH REMOVE CLOT
DRESSING WOUND WITH SUTURE,DRESSING WOUND WITH SUTURE
CRANIOTOMY WITH REMOVE BLOOD CLOT,CRANIOTOMY RT C REMOVE BLOOD CLOTT
U S GUIDED VABB,U S GUIDED VABB
LEFT MASTECTOMY WTIH SLNB,LEFT MASTECTOMY WITH SLNB
LIPOSUCTION OF AXILLARY BREAST TISSUE,LIPOSUCTION OF AXILLARY BREAST TISSUE
VABB OF LEFT BREAST,VAE OF LEFT BREAST
OPEN TOTAL THYROIDECTOMY WITH BILAT CND WITH 4 GLANDS PARATHYROID EXPLORATION AND PARATHYROIDECTOMY,OPEN TOTAL THYROIDECTOMY WITH BILAT CND WITH 4 GLANDS PARATHYROID EXPLORATION AND PARATHYROIDECTOMY
REEXCISION RT BREAST,EXCISION LT BREAST
DRESSING WOUND RT LEG,DRESSING WOUND RT LEG
RT SUBOCCIPITAL CRANIOTOMY C MICROVASCULAR DECOMPRESSION,LT SUBOCCIPITAL CRANIOTOMY C MICROVASCULAR DECOMPRESSION
IVC FILTER REMOVAL,REMOVE IVC FILTER
LIGATE AVF LT CUBITAL ใหญ่มากกกก,LIGATE AVF LT CUBITAL ใหญ่มากกกก
LIGATE LT AVF ANEURYSMECTOMY,LIGATE LT AVF ANEURYSMECTOMY
RT DLC TO TCC,RT DLC TO TCC
OFF TCC RT IJV TCC LT IJV CENTROS,OFF TCC RT IJV TCC LT IJV CENTROS
AVF LT CUBITAL เส้นอยู่ LATERAL มาก,AVF LT CUBITAL เส้นอยู่ LATERAL มาก
AVF LT WRIST UNDER,AVF LT WRIST UNDER LA
LIGATE AVF TCC RT IJV,LIGATE AVF TCC RT LT IJV
DLC TO IJV,DLC RT IJV
RETVISE TCC RT IJV,REVISE TCC RT IJV
FISTOLUGRAM PTA INFLOW,FISTOLUGRAM PTA INFLOW
OPEN DECORTICATED LT CHEST,OPEN DECORTICATED LT CHEST
VATS RT APICAL BLEBECTOMY C PLEURECTOMY RT,VATS RT APICAL BLEBECTOMY C PLEURECTOMY RT
ใช้ DERMABOND WITH GOMCO DAYCASE,ใช้ DERMABOND WITH GOMCO DAYCASE
RT MRM,RT MRM
LT MRM WITH CHEST WALL RESECTION AND RECONSTRUCTION,LT MRM WITH CHEST WALL RESECTION AND RECONSTRUCTION
EXCISIONAL BX LT THYROID BED RT CERVICAL NODE GR 2,EXCISIONAL BX LT THYROID BED RT CERVICAL NODE GR 2
WIDE EXCISION MASS WITH LOCAL FLAP COVERAGE UNDER SB,WIDE EXCISION MASS WITH LOCAL FLAP COVERAGE UNDER SB
OPEN TOTAL THYROIDECTOMY WITH LN LEVEL 6 DISSECTION,OPEN TOTAL THYROIDECTOMY WITH LN DISSECTION
RESECTION 3 METASTATIC LN,RESECTION 3 METASTATIC LN
OPEN TOTAL THYROIDECTOMY WITH BILAT CND,OPEN TOTAL THYROIDECTOMY WITH BILATERAL CND
OPEN WEDGE S4A B,OPEN WEDGE S4A B
EXCISION LIPOMA AT BACK,EXCISION LIPOMA AT BACK
RIGHT MASTECTOMY WITH SLNB WITH PROPHYLAXIS LT MASTECTOMY,RT TOTAL MASTECTOMY WITH SLNB WITH PROPHYLAXIS LT MASTECTOMY
SUBTOTAL MASTECTOMY SLNB,SUBTOTAL MASTECTOMY
PROPHYLAXIS MASTECTOMY,LEFT PROPHYLAXIS MASTECTOMY
BILAYERAL BURR HOLE WITH IRRIGATION,BILATERAL BURR HOLE WITH IRRIGATION
LAMINECTOMY WITH PDS FIXATION MIS L5 S1 [ L4 5],MIS L4 S1 LAMINECTOMY WITH PDS FIXATION
MIS C TLIF L4 L5,MIS TLIF L4 L5
REMOVED LP SHUNT,REMOVED LP SHUNT
RIGHT FRONTAL PROGRAMMABLE VP SHUNT,RT FRONTAL PROGRAMABLE VP SHUNT
OPEN RIGHT UPPER PARATHYROIDECTOMY UNDER GA,OPEN RIGHT UPPER PARATHYROIDECTOMY UNDER GA
LT ENDOSCOPIC TUMOR REMOVAL WITH NAVIGATOR EXTERNAL APP,LT ENDOSCOPIC TUMOR REMOVAL WITH NAVIGATOR EXTERNAL APP
TRACHEOSTOMY DL TELE,TRACHEOSTOMY DL TELE
REVISION BILATERAL FESS,REVISION BILATERAL FESS
LEFT SPHENOIDOTOMY,LEFT SPHENOIDOTOMY
EXCISION OF LESION OF MAXILLARY SINUS WITH OTHER APPROACH,EXCISION OF LESION OF MAXILLARY SINUS WITH OTHER APPROACH
ABDOMINAL WALL DEFECT RECONSTRUCTION WITH RT ALT FREE FLAP WITH STSG FROM LT THIGH,ABDOMINAL WALL DEFECT RECONSTRUCTION WITH RT ALT FREE FLAP WITH STSG FROM LT THIGH
SUBCUTANEOUS EXCISION,SUBCUTANEOUS EXCISION
FACELIFTING,FACE LIFTING
MASS REMOVAL SMALL MASS,MASS REMOVAL SMALL MASS
SET OR FOR TRUS BX UNDER TIVA,SET OR FOR TRUS BX UNDER TIVA
RT URS WITH DJ STENT,LT URS L WITH DJ STENT
CYSTOSCOPE CYSTOSTOMY,CYSTOSCOPE CYSTOSTOMY
REZUM UNDER TIVA,REZUM UNDER TIVA
CYSTOSCOPY REMOVE JJ STENT,CYSTOSCOPY REMOVE DJ STENT
CIRCUMCISION WITH VASECTOMY UNDER TIVA,CIRCUMCISION WITH VASECTOMY UNDER TIVA
AVBG LT UPPER ARM DOUBLE LOOP TCC RT IJV,AVBG LT UPPER ARM DOUBLE LOOP TCC RT IJV
RT TOE AMPUTATION WITH DEBRIDEMENT OF LT BIG TOE,RT BIG TOE AMPUTATION WITH DEBRIDEMENT
PERITONIUM WINDOW,PERITONIUM WINDOW
AVBG RT UPPERARM DOUBLE LOOP,AVBG LT UPPERARM DOUBLE LOOP
LT FOREARM BRACHIOBRACHIAL AVBG,LT FOREARM BRACHIOBRACHIAL AVBG
LT SNUFFBOX AVF,LT SNUFFBOX AVF
LAP SUBTOTAL COLOECTOMY,LAP SUBTOTAL COLECTOMY
CHOMEPORT INSERTION,CHEMOPORT INSERTION
PENILE AUGMENTATION,PENILE AUGMENTATION
REMOVE SIGMOID FLAP I D,REMOVE SIGMOID FLAP I D
INTERVAL OPEN APPENDECTOMY,INTERVAL LAP APPENDECTOMY
COLONOSCOPY SURVEILLANCE,SURVEILLANCE COLONOSCOPY
CYSTOGRAM UNDER LA,CYSTOGRAM UNDER LA
TRUS BX 22 25 CORES,TRUS BX 22 25 CORES
DILATE WITH RIGID CYSTOSCOPY,DILATE WITH RIGID CYSTO
TURP UNDER SB,TURP UNDER SB
CYSTOSOPE,CYSTOSCOPE
LAR,LAR
CYSTOSCOPY WITH OFF RT DJ STENT,CYSTOSCOPE WITH OFF DJ STENT
LT FLEXIBLE URS L WITH DJ STENT,LT FLEXIBLE URS L WITH DJ STENT
RADICAL CYSTECTOMY PELVIC LYMPHADENECTOMY,RADICAL CYSTECTOMY PELVIC LYMPHADENECTOMY
CYSTOSCOPY WITH RETAIN FOLEY CATH UNDER TIVA,CYSTOSCOPY WITH RETAIN FOLEY CATH UNDER TIVA
TUF STOP BLEED,TUF STOP BLEED
TUR BT WITH RT DJ STENT,TUR BT WITH RT DJ STENT
CYSTOSCOPY WITH OFF DJ STENT,CYSTOSCOPE WITH OFF DJ STENT
EC EXCISION RESIDUAL TUMOR,EC EXCISION RESIDUAL TUMOR
LAP SIGMIODECTOMY,LAP SIGMOIDECTOMY
LAPAROSCOPIC LAR CAA,LAPAROSCOPIC LAR
DIVERT LOOP PROXIMAL TRANSVERSE COLOSTOMY,LOOP PROXIMAL TRANSVERSE COLOSTOMY
LT BRACHIOCEPHALIC AVF CUBITAL,LT BRACHIOCEPHALIC AVF CUBITAL
REVISE LT BRACHIOCEPHALIC,REVISE LT BRACHIOCEPHALIC
SECONDARY TCC INSERTION AT RT IJV,SECONDARY TCC INSERTION AT RT IJV
VENOUS STRIPPING STAB AVULSION AT LT LEG,VENOUS STRIPPING STAB AVULSION RT LEG
EXTEND SCREW TO L1,EXTEND SCREW TO L1
BALLOON VENOPLASTY RT FOREARM,BALLOON VENOPLASTY RT FOREARM
TCC RT IJV RT EJV,TCC RT EJV LT IJV
REMOVE PORT A,REMOVE PORT A
PERM CATH INSERTION RT IJV,PERM CATH INSERTION RT IJV
BALLOON ANGIOPLASTY RT UPPER ARM,BALLOON ANGIOPLASTY RT UPPER ARM
PTA STENT RT LEG,PTA STENT RT LEG
RT BELOW KNEE AMPUTATION,RT BELOW KNEE AMPUTATION
AVF RT WRIST เส้นเล็กมาก,AVF RT WRIST เส้นเล็กมาก
TCC RT IJV CENTROS LA,TCC RT IJV CENTROS
DL TO TCC RT IJV,DLC TO TCC RT IJV
REVISED,REVISED
RT PTA,PTA RT
INSERTION PERM CATH,PERM CATH INSERTION
HYBRID VATS DECORTICATION RIGHT CHEST ON DOUBLE LUMEN TUBE,HYBRID VATS DECORTICATION RIGHT CHEST ON DOUBLE LUMEN TUBE
OPEN THYROIDECTOMY RT,OPEN RT THYROIDECTOMY
RFA STAB AVULSION LT LEG,RFA STAB AVULSION LT LEG
LAMINECTOMY C5 T1 TUMOR REMOVAL LATERAL MASS SCREW C5 7,LAMINECTOMY C5 T1 TUMOR REMOVAL LATERAL MASS SCREW C5 7
LAMINECTOMY WITH PDS FIXATION L345 [ MIS],MIS L4 S1 LAMINECTOMY WITH PDS FIXATION
LEFT PTERIONAL CRANIOTOMY WITH REMOVE TUMOR,LEFT PARIETAL CRANIOTOMY WITH REMOVE TUMOR
LT PROGRAMMABLE VP SHUNT REMOVE OLD VP SHUNT,LT PROGRAMMABLE VP SHUNT REMOVE OLD VP SHUNT
LT PROGRAMABLE VP SHUNT,PROGRAMABLE LP SHUNT
U D BELL'PALSY HYPOTHYROID,U D BELL'PALSY HYPOTHYROID
SUTURE TRACHEOSTOMY WOUND,SUTURE TRACHEOSTOMY WOUND
CLOSE FISTULA,CLOSURE FISTULA
MICRO DL EXCISION GA,MICRO DL EXCISION GA
RF LA,RF LA
ENDOSCOPIC SEPTOTURBINOPLASTY NP MASS REMOVAL,ENDOSCOPIC SEPTOTURBINOPLASTY NP MASS REMOVAL
COMPLETE LARYNGECTOMY PMM FLAP RT,COMPLETE LARYNGECTOMY PMM FLAP RT
ENDOSCOPIC RT SPA LIGATION,ENDOSCOPIC SPA LIGATION
MYRINGOTOMY C PE TUBE,LT MYRINGOTOMY C PE TUBE
SEPTOPLASTY WITH RF SODT PALATE,SEPTOPLASTY WITH RF SODT PALATE
1 STAGE REPAIR PARAFFINOMA,1 STAGE REPAIR PARAFFINOMA
VARICOCELECTOMY LT,LT VARICOCELECTOMY
RT RADICAL ORCHIDECTOMY,RT RADICAL ORCHIECTOMY
TRUS BX นอกเวลา,TRUS BX นอกเวลา
WIDE CIRCUMCISION,WIDE CIRCUMCISION
CYSTOSCOPY CHANGE DJ STENT,CYSTOSCOPY WITH CHANGE DJ STENT
LT DJ STENT INSERTION,LT RP DJ STENT INSERTION
LT URSL WITH DJ STENT,LT URS L WITH DJ STENT
ENDOSCOPIC BILAT DCR,ENDOSCOPIC BILAT DCR
STSG AT OCCIPITAL AREA,STSG AT OCCIPITAL AREA
CLOSED REDUCTION OF NASAL BONE,CLOSE REDUCTION NASAL BONE
SUPERFICIAL PAROTIDECTOMY RT,RT SUPERFICIAL PAROTIDECTOMY
EYEBROWPLASTY,EYEBROWPLASTY
WIDE EXSION,WIDE EXCISION
ENDOSCOPIC MEDIAL WALL FLOOR ORBITAL DECOMPRESSION WITH NAVIGATOR,ENDOSCOPIC MEDIAL WALL FLOOR ORBITAL DECOMPRESSION WITH NAVIGATOR
BILAT FULL HOUSE FESS SEPTOPLASTY,BILAT FULLHOUSE FESS SEPTOPLASTY
TRACHESTOMY,TRACHEOSTOMY
CYSTOSCOPE WITH RETAIN FOLEY CATH,CYSTOSCOPE WITH RETAIN FOLEY
RADICAL NEPHROURETERECTOMY WITH BCC,RADICAL NEPHROURETERECTOMY WITH BCC
DILATE WITH TIE MAN,DILATE WITH TIE MAN
RIGID CYSTOSCOPY WITH CLOTTED BLOOD REMOVAL UNDER IV SEDATION,RIGID CYSTOSCOPY WITH CLOTTED BLOOD REMOVAL UNDER IV SEDATION
CYSTO TUR BT UNDER TIVA,CYSTO TUR BT UNDER TIVA
RT URS L DJ STENT UNDER GA,RT URS L DJ STENT UNDER GA
FLEXICLE CYSTOSCOPY,FLEXIBLE CYSTOSCOPY
VASECTOMY UNDER IV SEDATE,VASECTOMY UNDER IV SEDATION
FLEXIBLE CYSTOSCOPE C RETAIN FOLEY,FLEXIBLE CYSTOSCOPE C RETAIN FOLEY
FLEXIBLE CYSTOSCOPE C BLOOD CLOT REMOVAL,FLEXIBLE CYSTOSCOPE C BLOOD CLOT REMOVAL
LT URSL LT DJ STENT,LT URSL LT DJ STENT
CYSTOSCOPE C IRRIGATION UNDER GAIV,CYSTOSCOPE C IRRIGATION UNDER GAIV
EXCISIONAL OF CARUNCLE UNDER IV SEDATION,EXCISIONAL OF CARUNCLE UNDER IV SEDATION
RT URSL ใช้ FLU นอกเวลา 16 00,RT URSL ใช้ FLU นอกเวลา 16 00
LAP RADICAL PROSTECTOMY,LAP RADICAL PROSTATECTOMY
FLEXIBLE CYSTOSCOPE C STOP BLEEDING,FLEXIBLE CYSTOSCOPE C STOP BLEEDING
FLEX CYSTOSCOPY TURBT UNDER GA,CYSTOSCOPY TURBT UNDER GA
RADICAL CYSTECTOMY WITH URETHRECTOMY WITH ILEAL CONDUIT,RADICAL CYSTECTOMY WITH URETHRECTOMY WITH ILEAL CONDUIT
DILATE URETHRA TIE MAN,DILAT E URETHRA TIE MAN B24
COLONOSOCPY,COLONOSCOPY
COLONOSCOPY OPEN AR,COLONOSCOPY OPEN AR
EGD COLONO LIS EXCISION SKIN TAG,EGD COLONO LIS EXCISION SKIN TAG
LEVATOPLASTY,LEVATOPLASTY
EXCISION WITH SECONDARY HEALING STRICTUROPLASTY,EXCISION WITH SECONDARY HEALING STRICTUROPLASTY
OPEN SIGMOIDECTOMY WITH WEDGE LIVER S7,OPEN SIGMOIDECTOMY WITH WEDGE LIVER S7
LAP LAR WITH DLC,LAP LAR WITH DLI
LAPAROSCOPIC LHC,LAPAROSCOPIC RHC
ANEURYSMECTOMY UNDER LT BPB,ANEURYSMECTOMY UNDER LT BPB
TRANSMETATARSAL AMPUTATION RT FOOT,TRANSMETATASAL AMPUTATION RT FOOT
AVF RT WRIST OR SNUFFBOX,AVF RT WRIST OR SNUFFBOX
OPEN REPAIR AAA,OPEN REPAIR AAA
BALLOON ANGIOPLASTY ทำต่อจากเคสแรก,BALLOON ANGIOPLASTY ทำต่อจากเคสแรก
EXCISION PARAFFINAOM นอกเวลา,EXCISION PARAFFINAOM นอกเวลา
LT CRANIOTOMY WITH REMOVE TUMOR,CRANIOTOMY WITH TUMOR REMOVAL
LAMINECTOMY L3 4 WITH PDS FIXATION REDO,L3 4 LAMINECTOMY WITH L3 S1 PDS FIXATION
L4 5 MIS TLIF,MIS TLIF L4 5
LAMINECTOMNY L4 5 C DISSECTOMY C PDS FIXATION,LAMINECTOMY C DISSECTOMY C PDS FIXATION L3 4 5
REVISE SYRINGOPLEURAL SHUNT,REVISE SYRINGOPLEURAL SHUNT
BIFRONTAL CRANIOTOMY C TUMOR REMOVAL,BIFRONTAL CRANIOTOMY WITH TUMOR REMOVAL
LAMINECTOMY? L2 3 4? PDS L2 3 4? 4 5 S1,LAMINECTOMY? L2 3 4? PDS L2 3 4? 4 5 S1
TRANS ORAL ODONTOIDECTOMY WITH C1 2 FUSION,TRANS ORAL ODONTOIDECTOMY WITH C1 2 FUSION
RT TEMPORAL CRANIOTOMY WITH TUMOR REMOVAL,SET OR FOR TEMPORAL CRANIOTOMY WITH TUMOR REMOVAL
REDO CRANIOTOMY WITH TUMOR REMOVAL,CRANIOTOMY WITH TUMOR REMOVAL
REMOVE CRANIOPLASTY,REMOVE CRANIOPLASTY
RF BOT RF NOSE LA,RF BOT RF NOSE LA
FESS TURBINOPLASTY,FESS TURBINOPLASTY
MYRINGOTOMY TRIUNE INSERTION LA,MYRINGOTOMY TRIUNE INSERTION LA
TONSILLECTOMY BSP RF NOSE GA,TONSILLECTOMY BSP RF NOSE
REVISION SCAR REMOVE FB AT LT INDEX,REVISION SCAR REMOVE FB AT LT INDEX
SEPTOPLASTY RF PALATE,SEPTOPLASTY RF PALATE
RT FESS TURBINOPLASTY,FESS TURBINOPLASTY
AWAKE PROPHYLACTIC TRACHEOSTOMY FOB DL BX,AWAKE PROPHYLACTIC TRACHEOSTOMY FOB DL BX
BILAT FESS WITH MICRODEBRIDER WITH NAVIGATORS,BILAT FESS WITH MICRODEBRIDER WITH NAVIGATOR
TRACHESOTMY FOL,TRACHEOSTOMY FOL
DB REPAIR TENDON,REPAIR TENDON
DB AND SUTURE WOUND,DB C SUTURE WOUND
SUTURE WOUND UNDER LOCAL,SUTURE WOUND UNDER LOCAL
LT ALAR RECONSTRUCTION,LT ALAR RECONSTRUCTION
CLOSED REDUCTION NASAL BONE,CLOSE REDUCTION NASAL BONE
WE WITH LOCAL FLAP,WE WITH LOCAL FLAP
WIDE EXCION WITH SCALP FLAP GA,WIDE EXCION WITH SCALP FLAP GA
ORIF C PAS C MMF,ORIF C PAS C MMF
EXCISION ABDOMINALL WALL,EXCISION ABDOMINALL WALL
REMOVAL MASS AT BACK,REMOVAL MASS AT BACK
RT MMA WITH BILAT TURBINOPLASTY,RT MMA WITH BILAT TURBINOPLASTY
PACKING LT MASTOID AIR CELL,PACKING LT MASTOID AIR CELL
LAMINECTOMY L3 5 C PDS FIXATION,LAMINECTOMY C PDS FIXATION L3 4 5 S1
RE CRANIOTOMY WITH REMOVE TUMOR,CRANIOTOMY WITH TUMOR REMOVAL
LAMINECTOMY C PDS FIXATION MIS,LAMINECTOMY C PDS FIXATION L4 5 MIS
PEDICULAR SCREW C7 T1 WITH LAMINECTOMY C7 T1 UNDER NAVIGATION,PEDICULAR SCREW C7 T1 WITH LAMINECTOMY C7 T1 UNDER NAVIGATION
LEFT VP SHUNT UNDER NEVIGATE,LEFT VP SHUNT UNDER NEVIGATE
LAMINECTOMY L2 5 WITH PDS FIXATION,LAMINECTOMY WITH PDS FIXATION L4 5
LARYNGOSCOPY C TELE C EXCISION,LARYNGOSCOPY C TELE C EXCISION
TRACHEOSTOMY MULTIPLE TOOTH EXTRACTION STOP BLEED ทำหลัง TRACHEOSTOMY,TRACHEOSTOMY MULTIPLE TOOTH EXTRACTION STOP BLEED ทำหลัง TRACHEOSTOMY
EXCISION POSTAURICULAR SKIN GRAFT,EXCISION POSTAURICULAR SKIN GRAFT
RF NOSE PALATE,RF NOSE PALATE LA
I D VIA ORAL CAVITY UNDER LA,I D VIA ORAL CAVITY UNDER LA
ANTERIOR PALATOPLASTY RF NOSE GA,ANTERIOR PALATOPLASTY RF NOSE GA
TYMPANOMASTOIDECTOMY FACIAL NIMS,LT TYMPANOMASTOIDECTOMY FACIAL NIMS
PARTIAL GLOSSECTOMY LT C LT SND,PARTIAL GLOSSECTOMY LT C LT SND
AMPUTATION 2ND TOE LT RAY AMPUTATION 5TH TOE LT DEBRIDEMENT LT BIG TOE AND LT HEEL,AMPUTATION 2ND TOE LT RAY AMPUTATION 5TH TOE LT DEBRIDEMENT LT BIG TOE AND LT HEEL
MODIFIED CAPSO RF NOSE,MODIFIED CAPSO RF NOSE
WIDE LOCAL EXCISION MASS AT SCALP,WIDE LOCAL EXCISION MASS AT SCALP
EXCISION MASS AT POTERIOR NECK,EXCISION MASS AT POTERIOR NECK
STSG DONOR FROM RT THIGH UNDER GAET,STSG DONOR FROM RT THIGH UNDER GAET
ORIF C IMF,ORIF C IMF
NASAL RECONSTRUCTION,NASAL RECONSTRUCTION
REVISION SKIN GRAFT,REVISION SKIN GRAFT
FULL FACE LIFT GA,FULL FACE LIFT
REVISION CLEFT LIP SCAR,REVISION CLEFT LIP SCAR
DRESSING WOUND C DEBRIDEMENT,DRESSING WOUND AND DEBRIDEMENT
DJ STENT INSERTION,INSERT DJ STENT
LAP LT RADICAL NEPHRECTOMY,LAP RADICAL NEPHRECTOMY
LAP RT NEPHRO URETERECTOMY WITH OPEN BLADDER CUFF EXCISION,LAP RT NEPHROURETERECTOMY WITH BLADDER CUFF EXCISION
FLEXIBLE CYSTOSCOPE TUR BT UNDER GA,FLEXIBLE CYSTOSCOPE TUR BT UNDER GA
SLING,SLING
TONSILLECTOMY STYLOID PROCESS EXCISION BILATERAL GA,TONSILLECTOMY STYLOID PROCESS EXCISION BILATERAL GA
REVISE AVBG TCC AT RT IJV,REVISE AVBG TCC AT RT IJV
ANEURYSMORRHAPHY,ANEURYSMORRHAPHY
STENT AT LT BRACHIAL ARTERY,STENT AT LT BRACHIAL ARTERY
HIGH LIGATION WITH VENOUS STRIPPING WITH PHLEBECTOMY WITH SPJ LIGATION,LT HIGH LIGATION WITH VENOUS STRIPPING WITH PHLEBECTOMY
RT FEMORAL ANGIOGRAM WITH PTA,RT FEMORAL ANGIOGRAM WITH PTA
OFF TCC PTA,OFF TCC PTA
ANEURYSMECTOMY REPAIR LT RADIAL A AVF LT CUBITAL 20 3 66,ANEURYSMECTOMY REPAIR LT RADIAL A AVF LT CUBITAL 20 3 66
AVF RT WRIST เส้นเล็ก,AVF RT WRIST เส้นเล็กมาก
HIGH LIGATION WITH VENOUS STRIPPING WITH PHLEBECTOMY LT LEG,LT HIGH LIGATION WITH VENOUS STRIPPING WITH PHLEBECTOMY
VAT C BLEBECTOMY C PLEURODESIS,VAT C BLEBECTOMY C PLEURODESIS
VATS LINGULAR WEDGE RESECTION WITH PROPHYLAXIS PP WINDOW,VATS LINGULAR WEDGE RESECTION WITH PROPHYLAXIS PP WINDOW
VATS C WEDGE RLL RESECTION,VATS WEDGE RERSECTION OF RUL
VATS SUPERIOR LLL SEGMENTECTOMY LOBECTOMY,VATS SUPERIOR LLL SEGMENTECTOMY LOBECTOMY
VATS REPAIR AIRLEAK BLEBECTOMY C PLEURECTOMY,VATS REPAIR AIRLEAK BLEBECTOMY C PLEURECTOMY
OPEN WEDGE RESECTION,OPEN WEDGE RESECTION
ABDOMINAL TOILET CHANGE VACUUM DRESSING AT ABDOMEN THORACO,ABDOMINAL TOILET CHANGE VACUUM DRESSING AT ABDOMEN THORACO
LIGATED BRANCH AVF LT CUBITAL,LIGATED BRANCH AVF LT CUBITAL
DLC > TCC RT IJV,DLC > TCC AT RT IJV
BIALTERAL SKIN REDUCING MASTECOMY WITH IMPLANT RECONSTRUCTION SLNB,BILATERAL SKIN REDUCING MASTECTOMY WITH IMPLANT RECONSTURCTION DTI
ENDOSCOPIC LEFT MASTECTOMY NSM WITH SLNB WITH IMPLANT RECONSTRUCTION RT BREAST MASS EXCISION R1,ENDOSCOPIC LEFT MASTECTOMY NSM WITH SLNB WITH IMPLANT RECONSTRUCTION RT BREAST MASS EXCISION R1
ULTRAOSUND GUIDED VABB,ULTRAOSUND GUIDED VABB
OPEN FEEDING JEJUNOSTOMY,FEEDING JEJUNOSTOMY
MIROWAVE ABLATION,MICROWAVE ABLATION
T TUBE CHOLANGIOGRAPHY,T TUBE CHOLANGIOGRAPHY
SUTURE WOUND OFF SHOELACE,SUTURE WOUND OFF SHOELACE
SHOERACE SUTURE WOUND,SHOERACE SUTURE WOUND
LC WITH IOC STAND BY INTRAOP ERCP,LC WITH IOC STAND BY INTRAOP ERCP
ABDOMINAL TOILET CHANG VAC DRSSING AT ABDOMEN THORACO,ABDOMINAL TOILET CHANGE VACUUM DRESSING AT ABDOMEN THORACO
OPEN TOTAL THYROIDECTOMY CND LT MRND GASTROSTOMY TRACHEOSTOMY,OPEN TOTAL THYROIDECTOMY CND LT MRND GASTROSTOMY TRACHEOSTOMY
LAPAROSCOPIC APPENDECTOMY,LAPAROSCOPIC APPENDECTOMY
OPEN REMNANT CHOLECYSTECTOMY,OPEN REMNANT CHOLECYSTECTOMY
OPEN CHOLECYSTECTOMY REPIAR CBD,OPEN CHOLECYSTECTOMY REPIAR CBD
DB CHANGE DRESSING,DB CHANGE DRESSING
OPEN LEFT HERNIOPLASTY WITH UMBILICAL HERNIA REPAIR,OPEN LEFT HERNIOPLASTY WITH UMBILICAL HERNIA REPAIR
OPEN TOTAL THYROIDECTOMY CND,OPEN TOTAL THYROIDECTOMY
OPEN RIGHT LOWER PARATHYROIDECTOMY UPPER GLAND,OPEN RIGHT UPPER AND LOWER PARATHYROIDECTOMY
OPEN RIGHT PARATHYROIDECTOMY UNDER GA,OPEN RIGHT UPPER PARATHYROIDECTOMY UNDER GA
LIGATED AVF,LIGATE AVF
OPEN TOTAL THYROIDECTOMY WITH SUBTOTAL PARATHYROIDECTOMY,OPEN TOTAL THYROIDECTOMY WITH SUBTOTAL PARATHYROIDECTOMY
LEFT LOWER AND RIGHT LOWER PARATHYROIDECTOMY,LEFT LOWER AND RIGHT LOWER PARATHYROIDECTOMY
OPEN TTD LN LEVEL 6 DISSECTION,OPEN TTD LN LEVEL 6 DISSECTION
RIGHT BCT SLNB WIRE LOCALIZATION WITH INTRAOP SPECIMEN X RAY,RIGHT BCT SLNB WIRE LOCALIZATION WITH INTRAOP SPECIMEN X RAY
LEFT MASTECTOMY SLNB WITH RIGHT PROPHYLAXIS MASTECTOMY,RIGHT MASTECOTMY WITH SLNB LEFT PROPHYLAXIS MASTECTOMY
ENDOSCOPIC RIGHT MASTECTOMY WITH IMPLANT RECONSTRUCTION,ENDOSCOPIC RIGHT MASTECTOMY WITH IMPLANT RECONSTRUCTION
EXPLORE LAP WITH SMALL BOWEL RESECTION,EXPLORE LAP WITH SMALL BOWEL RESECTION
